Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
I need to go	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I have to go	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I will take my leave of you	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I need to get going	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I need to sign out	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I need to sign out now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I need to skedaddle	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I need to skedaddle now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I need to take off	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I need to sign off	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I should be going	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I need to scoot now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'd better go	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'll chat with you later	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'll talk to you later	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm about to get going	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm about to get going now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm about to go	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I need to take off now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I need to log out	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I gotta sign out	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I need to go now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I need to jet	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I need to jet now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I need to leave	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I need to leave now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I need to sign off now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I need to log off now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I need to get going now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I need to log out now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I need to motor	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I need to motor now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I need to run	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I need to run now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I need to scoot	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I need to log off	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I am jetting now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Goodbye	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Gotta go	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I am going	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I am going now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I am going to get going	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I gotta skedaddle	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I am jetting	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Farewell	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I am leaving	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I am leaving now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I am logging off	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I am logging off now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I am logging out	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I am logging out now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I am going to get going now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Catch you on the flip side	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Adios	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Alright, I'm outta here	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Buh bye	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Bye	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Bye bye	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Bye dude	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Good bye	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Catch you later	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
G2G	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Check you later	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Ciao	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
CYA	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
C-ya	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Fare thee well	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I am running off	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Catch ya later	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I gotta motor now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I am motoring	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I gotta leave	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I gotta leave now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I gotta log off	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I gotta log off now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I gotta log out	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I gotta jet	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I gotta motor	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I gotta run	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I gotta run now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I gotta scoot	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I gotta scoot now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I gotta sign off	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I gotta sign off now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I gotta log out now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I am skedaddling	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I am running off now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I am scooting	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I am scooting now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I am signing off	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I am signing off now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I gotta jet now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I am signing out now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I am motoring now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I am skedaddling now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I am taking off	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I am taking off now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I gotta get going	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I gotta get going now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I gotta go	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I am signing out	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm scooting	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm off	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm out	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm out of here	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm out the door	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm outta here	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm about to go now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm running off now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm logging out now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm scooting now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm signing off	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm signing off now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm signing out	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm signing out now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm skedaddling	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm running off	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm jetting now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm gonna sign off now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm gonna sign out	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm gonna sign out now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm gonna skedaddle now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm gonna take off	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm motoring now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm jetting	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm motoring	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm leaving	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm leaving now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm logging off	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm logging off now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm logging out	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm taking off now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm gonna take off now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Signing off	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm skedaddling now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
See you later bot	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
See you later dude	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
see you later homie	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
See you later, alligator	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
See you around	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
See you!	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
See you	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Taking off	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Talk later	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Talk to ya later	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Talk to you later	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Till we meet again	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Time to end this conversation	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
See you on the flip side	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Later bud	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm gonna scoot	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I've got to go	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I've gotta jet	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I've gotta take off	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
L8r sk8r	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Later	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
See you around bud	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Later bot	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm taking off	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Later dude	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Peace out	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Sayonara	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
See ya around	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
See ya later	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
See ya on the flip side	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Later alligator	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm going to go	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm going to log off now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm about to skedaddle now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm about to take off	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm about to take off now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm going	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm going now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm about to sign out now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm going to get going now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm about to sign out	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm going to go now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm going to jet	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm going to jet now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm going to leave now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm gonna sign off	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm going to get going	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Toodle-oo	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm about to leave	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm about to leave now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm about to log off	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm about to log off now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm about to skedaddle	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm about to motor	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm going to log out	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm about to run	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm about to run now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm about to scoot	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm about to sign off	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm about to sign off now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm about to log out now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm gonna log out	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm going to log off	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm gonna go now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm gonna jet	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm gonna jet now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm gonna leave	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm gonna leave now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm gonna get going now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm gonna log off now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm gonna get going	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm gonna log out now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm gonna motor	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm gonna motor now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm gonna run	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm gonna run now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm about to jet	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm gonna log off	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm going to log out now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm going to motor	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm going to motor now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm going to run	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm going to run now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm going to scoot	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm gonna go	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm going to sign off	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm gonna scoot now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm going to sign out	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm going to sign out now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm going to skedaddle	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm going to skedaddle now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm going to take off	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
I'm going to scoot now	ChitChat.Goodbye	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	53
Yo dude	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Howdy	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
hello bot	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Greetings and salutations	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Hello there	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Greetings caring bot	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Hi	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
G'day	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Hey it's you!	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Open a hailing channel	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Hey my dude	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Hello	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Hello my friend	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Hey caring bot	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Hey friendly bot	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Ahoy	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Hail!	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Hey pal	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Hey professional bot	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Hey there	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Hey there bot	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Hey there buddy	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Hey there pal	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Hey homie	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Ahoy there	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Aloha	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Aloha bot	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Bonjour	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Good day	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Hailing the bot	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Greetings	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Hailing Bot	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Greetings bot	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Greetings friend	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Greetings friendly bot	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Greetings professional bot	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Greetings witty bot	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Heya	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Good tidings	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Well hello	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Hey witty bot	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Oh, hello	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Open a channel	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Open a hailing frequency	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Salutations	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Oh hey, it's you	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Shalom	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Oh hey there	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Well hey there	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Well hi	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
Well hi there	ChitChat.Hello	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	54
