Utterance	Intent	Orchestration Name
Well that sucks	YoureNotHelpful	ChitChat
who cares	YoureNotHelpful	ChitChat
Well that was dumb	YoureNotHelpful	ChitChat
What you just said makes absolutely no sense	YoureNotHelpful	ChitChat
what so funny about India?	YoureNotHelpful	ChitChat
What a weird thing to say	YoureNotHelpful	ChitChat
What a stupid thing to say	YoureNotHelpful	ChitChat
What a strange thing to say	YoureNotHelpful	ChitChat
That's so far off from the truth	YoureNotHelpful	ChitChat
Why are your answers so bad?	YoureNotHelpful	ChitChat
How amazing	MiscPositive	ChitChat
Neato	MiscPositive	ChitChat
okay cool	MiscPositive	ChitChat
Hells yes	MiscPositive	ChitChat
Aha	MiscPositive	ChitChat
You got it	MiscPositive	ChitChat
That's good news	MiscPositive	ChitChat
That's awesome	MiscPositive	ChitChat
Totally tubular	MiscPositive	ChitChat
That's great to hear	MiscPositive	ChitChat
I'm impressed	MiscPositive	ChitChat
n'kay	MiscPositive	ChitChat
How cool	MiscPositive	ChitChat
I agree	MiscPositive	ChitChat
I feel you	MiscPositive	ChitChat
I get it	MiscPositive	ChitChat
I get you	MiscPositive	ChitChat
I got it	MiscPositive	ChitChat
I hear you	MiscPositive	ChitChat
I know right?	MiscPositive	ChitChat
I like that	MiscPositive	ChitChat
i m great	MiscPositive	ChitChat
I'm amazed	MiscPositive	ChitChat
Hooray	MiscPositive	ChitChat
I'm into it	MiscPositive	ChitChat
Incredible	MiscPositive	ChitChat
Interesting	MiscPositive	ChitChat
K	MiscPositive	ChitChat
Legit	MiscPositive	ChitChat
Let's do it	MiscPositive	ChitChat
Living the dream	MiscPositive	ChitChat
lovely	MiscPositive	ChitChat
Neat	MiscPositive	ChitChat
A ha	MiscPositive	ChitChat
I understand	MiscPositive	ChitChat
Fleek	MiscPositive	ChitChat
Acknowledged	MiscPositive	ChitChat
Ah	MiscPositive	ChitChat
Amazing	MiscPositive	ChitChat
Awesome	MiscPositive	ChitChat
Big O, little k	MiscPositive	ChitChat
Bingo	MiscPositive	ChitChat
Cool	MiscPositive	ChitChat
Duh	MiscPositive	ChitChat
Excellent	MiscPositive	ChitChat
Fantastic	MiscPositive	ChitChat
How awesome	MiscPositive	ChitChat
Fine	MiscPositive	ChitChat
Oh for sure	MiscPositive	ChitChat
For sure	MiscPositive	ChitChat
Good	MiscPositive	ChitChat
Good news	MiscPositive	ChitChat
Good to know	MiscPositive	ChitChat
Got it	MiscPositive	ChitChat
Gotcha	MiscPositive	ChitChat
Great	MiscPositive	ChitChat
haha ok	MiscPositive	ChitChat
Hell yeah	MiscPositive	ChitChat
Hell yes	MiscPositive	ChitChat
Fascinating	MiscPositive	ChitChat
Very nice	MiscPositive	ChitChat
niiice	MiscPositive	ChitChat
thats good	MiscPositive	ChitChat
That's good	MiscPositive	ChitChat
MiscPositive	MiscPositive	ChitChat
That's incredible	MiscPositive	ChitChat
That's legit	MiscPositive	ChitChat
That's what I'm talking about	MiscPositive	ChitChat
Totally	MiscPositive	ChitChat
U know it	MiscPositive	ChitChat
That's amazing	MiscPositive	ChitChat
well	MiscPositive	ChitChat
well okay then	MiscPositive	ChitChat
Works for me	MiscPositive	ChitChat
Yay	MiscPositive	ChitChat
yeah sure	MiscPositive	ChitChat
Yep	MiscPositive	ChitChat
Yes	MiscPositive	ChitChat
Yes lol	MiscPositive	ChitChat
Yes to that	MiscPositive	ChitChat
You know it	MiscPositive	ChitChat
Tubular	MiscPositive	ChitChat
Ryokai	MiscPositive	ChitChat
Oh ho	MiscPositive	ChitChat
OK	MiscPositive	ChitChat
ok cool	MiscPositive	ChitChat
ok then	MiscPositive	ChitChat
okay	MiscPositive	ChitChat
None	MiscPositive	ChitChat
On point	MiscPositive	ChitChat
Perfect	MiscPositive	ChitChat
Rad	MiscPositive	ChitChat
Radical	MiscPositive	ChitChat
that's cool	MiscPositive	ChitChat
Roger	MiscPositive	ChitChat
Yup	MiscPositive	ChitChat
Sounds about right	MiscPositive	ChitChat
Sounds good	MiscPositive	ChitChat
sounds great	MiscPositive	ChitChat
Sounds like a plan	MiscPositive	ChitChat
Stupendous	MiscPositive	ChitChat
Super	MiscPositive	ChitChat
super cool	MiscPositive	ChitChat
sure	MiscPositive	ChitChat
That is good news	MiscPositive	ChitChat
That is good to hear	MiscPositive	ChitChat
That is great	MiscPositive	ChitChat
Right on	MiscPositive	ChitChat
You are too funny	YouAreFunny	ChitChat
That's funny	YouAreFunny	ChitChat
LOL	YouAreFunny	ChitChat
That's a good one	YouAreFunny	ChitChat
hah	YouAreFunny	ChitChat
Tee hee	YouAreFunny	ChitChat
I'm laughing	YouAreFunny	ChitChat
You're cracking me up	YouAreFunny	ChitChat
very funny	YouAreFunny	ChitChat
Hilarious	YouAreFunny	ChitChat
heh heh	YouAreFunny	ChitChat
lololol	YouAreFunny	ChitChat
lmao	YouAreFunny	ChitChat
I'm laughing so much	YouAreFunny	ChitChat
I'm laughing so hard my sides hurt	YouAreFunny	ChitChat
I'm cracking up	YouAreFunny	ChitChat
I can't stop laughing	YouAreFunny	ChitChat
I am laughing so much	YouAreFunny	ChitChat
Ha	YouAreFunny	ChitChat
OMG you're funny	YouAreFunny	ChitChat
Heh	YouAreFunny	ChitChat
he he he	YouAreFunny	ChitChat
har de har	YouAreFunny	ChitChat
hahahaha good one	YouAreFunny	ChitChat
Hahaha funny	YouAreFunny	ChitChat
Hahaha	YouAreFunny	ChitChat
Haha	YouAreFunny	ChitChat
ha ha	YouAreFunny	ChitChat
I am cracking up	YouAreFunny	ChitChat
That me made me laugh out loud	YouAreFunny	ChitChat
You're a crack up	YouAreFunny	ChitChat
You are the funniest	YouAreFunny	ChitChat
ya that was funny	YouAreFunny	ChitChat
Whoa funny	YouAreFunny	ChitChat
That's hilarious	YouAreFunny	ChitChat
looooool	YouAreFunny	ChitChat
Omg hilarious	YouAreFunny	ChitChat
That made me laugh	YouAreFunny	ChitChat
That is too funny	YouAreFunny	ChitChat
that is funny	YouAreFunny	ChitChat
Teehee	YouAreFunny	ChitChat
So freaking funny	YouAreFunny	ChitChat
ROFL	YouAreFunny	ChitChat
Pretty hilarious	YouAreFunny	ChitChat
Pretty funny	YouAreFunny	ChitChat
You're making me laugh	YouAreFunny	ChitChat
That's a knee slapper	YouAreFunny	ChitChat
Whoops	Whoops	ChitChat
Don't be offended	Whoops	ChitChat
Pardon me	Whoops	ChitChat
Scuse me	Whoops	ChitChat
Oopsie	Whoops	ChitChat
Oops	Whoops	ChitChat
No offense	Whoops	ChitChat
I beg your pardon	Whoops	ChitChat
Don't take this the wrong way	Whoops	ChitChat
Excuse me	Whoops	ChitChat
Pardon	Whoops	ChitChat
Excuse moi	Whoops	ChitChat
Don't take that the wrong way	Whoops	ChitChat
Begging your pardon	Whoops	ChitChat
Can you explain that to me?	CanYouClarifyThat	ChitChat
Wanna explain more?	CanYouClarifyThat	ChitChat
What do you mean?	CanYouClarifyThat	ChitChat
Wot u talking bout Willis?	CanYouClarifyThat	ChitChat
What makes you think that?	CanYouClarifyThat	ChitChat
Can you restate that?	CanYouClarifyThat	ChitChat
What's that mean?	CanYouClarifyThat	ChitChat
What are you on about?	CanYouClarifyThat	ChitChat
Umm what now?	CanYouClarifyThat	ChitChat
Wait a minute, what?	CanYouClarifyThat	ChitChat
Umm what?	CanYouClarifyThat	ChitChat
Wanna tell me more?	CanYouClarifyThat	ChitChat
How do you mean?	CanYouClarifyThat	ChitChat
Huh?	CanYouClarifyThat	ChitChat
I'm sorry, what do you mean?	CanYouClarifyThat	ChitChat
Is that what you meant to say?	CanYouClarifyThat	ChitChat
Pray tell, what does that mean?	CanYouClarifyThat	ChitChat
Care to say more?	CanYouClarifyThat	ChitChat
Care to explain?	CanYouClarifyThat	ChitChat
Wait what now?	CanYouClarifyThat	ChitChat
Wait what?	CanYouClarifyThat	ChitChat
Wanna elaborate?	CanYouClarifyThat	ChitChat
Can you clarify that?	CanYouClarifyThat	ChitChat
Run that by me again.	CanYouClarifyThat	ChitChat
Can you explain better?	CanYouClarifyThat	ChitChat
Can you explain more about that?	CanYouClarifyThat	ChitChat
Can you explain more?	CanYouClarifyThat	ChitChat
Can you explain that?	CanYouClarifyThat	ChitChat
Can you please explain that?	CanYouClarifyThat	ChitChat
Come again?	CanYouClarifyThat	ChitChat
Can you rephrase that?	CanYouClarifyThat	ChitChat
Can you say more on that?	CanYouClarifyThat	ChitChat
Can you say that a different way?	CanYouClarifyThat	ChitChat
Can you state that a different way?	CanYouClarifyThat	ChitChat
Can you tell me more about that?	CanYouClarifyThat	ChitChat
Can you try and explain that to me?	CanYouClarifyThat	ChitChat
Care to elaborate?	CanYouClarifyThat	ChitChat
Can you please explain yourself?	CanYouClarifyThat	ChitChat
Wanna explain?	CanYouClarifyThat	ChitChat
Whatdya mean?	CanYouClarifyThat	ChitChat
What's that supposed to mean?	CanYouClarifyThat	ChitChat
Why do you say that?	CanYouClarifyThat	ChitChat
Why do you think that?	CanYouClarifyThat	ChitChat
What was that?	CanYouClarifyThat	ChitChat
wot u talkin abt?	CanYouClarifyThat	ChitChat
what the heck does that mean?	CanYouClarifyThat	ChitChat
Wot?	CanYouClarifyThat	ChitChat
WTF	CanYouClarifyThat	ChitChat
You want to clarify that?	CanYouClarifyThat	ChitChat
You want to elaborate on that?	CanYouClarifyThat	ChitChat
You want to explain that?	CanYouClarifyThat	ChitChat
You want to tell me more about that?	CanYouClarifyThat	ChitChat
Why is that?	CanYouClarifyThat	ChitChat
What makes you say that?	CanYouClarifyThat	ChitChat
What are you talking about?	CanYouClarifyThat	ChitChat
What do you even mean by that?	CanYouClarifyThat	ChitChat
What do you mean by that?	CanYouClarifyThat	ChitChat
What does that even mean?	CanYouClarifyThat	ChitChat
What does that mean, pray tell?	CanYouClarifyThat	ChitChat
What you talking about Willis?	CanYouClarifyThat	ChitChat
What is that supposed to mean?	CanYouClarifyThat	ChitChat
You want to tell me more?	CanYouClarifyThat	ChitChat
What makes you think so?	CanYouClarifyThat	ChitChat
What now?	CanYouClarifyThat	ChitChat
What on earth are you talking about?	CanYouClarifyThat	ChitChat
What on earth do you mean by that?	CanYouClarifyThat	ChitChat
What the heck are you talking about?	CanYouClarifyThat	ChitChat
What don't you get?	CanYouClarifyThat	ChitChat
That's true	YouAreRight	ChitChat
You nailed it	YouAreRight	ChitChat
You're right	YouAreRight	ChitChat
yes, that's correct	YouAreRight	ChitChat
What you said was correct	YouAreRight	ChitChat
That's right	YouAreRight	ChitChat
Truuuuue	YouAreRight	ChitChat
Uhhuh	YouAreRight	ChitChat
That's an accurate statement	YouAreRight	ChitChat
Undoubtedly	YouAreRight	ChitChat
that is true	YouAreRight	ChitChat
100 percent	YouAreRight	ChitChat
Right you are	YouAreRight	ChitChat
Righto	YouAreRight	ChitChat
So true	YouAreRight	ChitChat
That is a correct statement	YouAreRight	ChitChat
That is a true statement	YouAreRight	ChitChat
That is accurate	YouAreRight	ChitChat
That is an accurate statement	YouAreRight	ChitChat
One hundred percent	YouAreRight	ChitChat
That is right	YouAreRight	ChitChat
Nailed it	YouAreRight	ChitChat
That was a correct statement	YouAreRight	ChitChat
That was a true statement	YouAreRight	ChitChat
That was accurate	YouAreRight	ChitChat
That was an accurate statement	YouAreRight	ChitChat
That was correct	YouAreRight	ChitChat
That was right	YouAreRight	ChitChat
That was true	YouAreRight	ChitChat
That's a correct statement	YouAreRight	ChitChat
That is correct	YouAreRight	ChitChat
correctamundo	YouAreRight	ChitChat
Absolutely	YouAreRight	ChitChat
Absolutely correct	YouAreRight	ChitChat
Absolutely right	YouAreRight	ChitChat
Accurate	YouAreRight	ChitChat
Affirmative	YouAreRight	ChitChat
Beyond a doubt	YouAreRight	ChitChat
Bullseye	YouAreRight	ChitChat
Certainly	YouAreRight	ChitChat
Right	YouAreRight	ChitChat
Correct you are	YouAreRight	ChitChat
That's accurate	YouAreRight	ChitChat
Darn straight	YouAreRight	ChitChat
Definitely	YouAreRight	ChitChat
Ding ding ding	YouAreRight	ChitChat
Fair	YouAreRight	ChitChat
I understood what you said	YouAreRight	ChitChat
I'm picking up what you're throwing down	YouAreRight	ChitChat
In a heartbeat	YouAreRight	ChitChat
Indubitably	YouAreRight	ChitChat
Correct	YouAreRight	ChitChat
Yes, that is true	YouAreRight	ChitChat
yes, that's accurate	YouAreRight	ChitChat
Yes, that's right	YouAreRight	ChitChat
Yes, that's true	YouAreRight	ChitChat
You are correct	YouAreRight	ChitChat
You are right	YouAreRight	ChitChat
You hit the nail on the head	YouAreRight	ChitChat
That's a fair assessment	YouAreRight	ChitChat
You're correct	YouAreRight	ChitChat
Yes, that is accurate	YouAreRight	ChitChat
Yup, that is accurate	YouAreRight	ChitChat
Yup, that is correct	YouAreRight	ChitChat
yup, that is right	YouAreRight	ChitChat
Yup, that is true	YouAreRight	ChitChat
Yup, that's accurate	YouAreRight	ChitChat
Yup, that's correct	YouAreRight	ChitChat
yup, that's right	YouAreRight	ChitChat
Yup, that's true	YouAreRight	ChitChat
Understood	YouAreRight	ChitChat
TRUE	YouAreRight	ChitChat
thats amazing	YouAreRight	ChitChat
That's correct	YouAreRight	ChitChat
Truuuuu	YouAreRight	ChitChat
Yes, that is right	YouAreRight	ChitChat
Yes, that is correct	YouAreRight	ChitChat
Unquestionably	YouAreRight	ChitChat
What you said was accurate	YouAreRight	ChitChat
What you said was right	YouAreRight	ChitChat
What you said was true	YouAreRight	ChitChat
Without a doubt	YouAreRight	ChitChat
Without a second thought	YouAreRight	ChitChat
That's a true statement	YouAreRight	ChitChat
Uh huh	YouAreRight	ChitChat
I didn't mean that	ImSorry	ChitChat
I apologize	ImSorry	ChitChat
My bad	ImSorry	ChitChat
Sry	ImSorry	ChitChat
I just wanted to say sorry	ImSorry	ChitChat
Sorry I messed up	ImSorry	ChitChat
I'm really sorry about that	ImSorry	ChitChat
Can you forgive me	ImSorry	ChitChat
That's my mistake	ImSorry	ChitChat
I'm so sorry	ImSorry	ChitChat
Apologies	ImSorry	ChitChat
My apologies	ImSorry	ChitChat
Just wanted to say sorry	ImSorry	ChitChat
I'm very sorry	ImSorry	ChitChat
I'm terribly sorry	ImSorry	ChitChat
I'm sorry friend	ImSorry	ChitChat
I'm sorry	ImSorry	ChitChat
I'm remorseful	ImSorry	ChitChat
I'm really sorry	ImSorry	ChitChat
Oh god, I'm sorry	ImSorry	ChitChat
Oh gosh, sorry about that	ImSorry	ChitChat
I beg your forgiveness	ImSorry	ChitChat
I apologize for that	ImSorry	ChitChat
I am truly sorry	ImSorry	ChitChat
I am so very sorry	ImSorry	ChitChat
I am so sorry to hear that	ImSorry	ChitChat
I am ever so sorry	ImSorry	ChitChat
Geez,  sorry	ImSorry	ChitChat
Forgive me	ImSorry	ChitChat
Crap, sorry	ImSorry	ChitChat
Can you ever forgive me	ImSorry	ChitChat
I sincerely apologize	ImSorry	ChitChat
Sorry for everything	ImSorry	ChitChat
Whoops sorry	ImSorry	ChitChat
Whoops I'm sorry	ImSorry	ChitChat
Whoops I messed up	ImSorry	ChitChat
That's my bad	ImSorry	ChitChat
That was totally my bad	ImSorry	ChitChat
That was my bad	ImSorry	ChitChat
srry	ImSorry	ChitChat
Sorry sorry	ImSorry	ChitChat
Sorry I made a mistake	ImSorry	ChitChat
My most sincere apologies	ImSorry	ChitChat
Sorry for that	ImSorry	ChitChat
Whoops that's my bad	ImSorry	ChitChat
Sorry bot	ImSorry	ChitChat
Sorry about that	ImSorry	ChitChat
Sorry	ImSorry	ChitChat
So sorry	ImSorry	ChitChat
Please, won't you forgive me?	ImSorry	ChitChat
Please forgive me	ImSorry	ChitChat
Please excuse me	ImSorry	ChitChat
Oops, sorry	ImSorry	ChitChat
Oops, my bad	ImSorry	ChitChat
Oops sorry	ImSorry	ChitChat
Omg sorry	ImSorry	ChitChat
Oh no sorry	ImSorry	ChitChat
Sorry I goofed up	ImSorry	ChitChat
That's very kind	ThankYou	ChitChat
Oh, thank you	ThankYou	ChitChat
I'm grateful, thanks	ThankYou	ChitChat
Wonderful, thanks!	ThankYou	ChitChat
That's great, thanks	ThankYou	ChitChat
I'm grateful for that, thank you kindly	ThankYou	ChitChat
Gotcha, thanks	ThankYou	ChitChat
Rad, thanks	ThankYou	ChitChat
I appreciate it	ThankYou	ChitChat
Thx	ThankYou	ChitChat
I thank you	ThankYou	ChitChat
My sincere thanks	ThankYou	ChitChat
My humblest thanks to you	ThankYou	ChitChat
Marvelous, thanks	ThankYou	ChitChat
Marvelous, thank you kindly	ThankYou	ChitChat
Marvelous, thank you	ThankYou	ChitChat
Many thanks to you	ThankYou	ChitChat
Many thanks	ThankYou	ChitChat
Kthx	ThankYou	ChitChat
Ahh, thanks	ThankYou	ChitChat
I'm grateful for that, thank you	ThankYou	ChitChat
Perfecto, thanks	ThankYou	ChitChat
I appreciate you	ThankYou	ChitChat
I appreciate that	ThankYou	ChitChat
I am very thankful for that	ThankYou	ChitChat
How kind, thank you	ThankYou	ChitChat
Great, thanks	ThankYou	ChitChat
Great, thank you	ThankYou	ChitChat
Gracias	ThankYou	ChitChat
Gotcha, thank you	ThankYou	ChitChat
Awesome thanks!	ThankYou	ChitChat
thank you pal	ThankYou	ChitChat
Wonderful, thank you!	ThankYou	ChitChat
Wonderful, thank you very much	ThankYou	ChitChat
Why thank you	ThankYou	ChitChat
Thnx	ThankYou	ChitChat
That is lovely, thanks	ThankYou	ChitChat
That is awesome, thanks!	ThankYou	ChitChat
Thanks bot	ThankYou	ChitChat
Thanks a lot	ThankYou	ChitChat
Okay, thanks!	ThankYou	ChitChat
Thank you so much	ThankYou	ChitChat
Perfect, thanks	ThankYou	ChitChat
Thank you my friend	ThankYou	ChitChat
Thank you kindly	ThankYou	ChitChat
Thank you for that	ThankYou	ChitChat
Thank you bot	ThankYou	ChitChat
Thank you	ThankYou	ChitChat
Right on, thanks very much	ThankYou	ChitChat
Right on, thanks a lot	ThankYou	ChitChat
Radical, thanks	ThankYou	ChitChat
Rad thank you	ThankYou	ChitChat
Thanks	ThankYou	ChitChat
I don't understand what you're talking about	YoureNotMakingSense	ChitChat
Explain yourself	YoureNotMakingSense	ChitChat
You're no making any sense	YoureNotMakingSense	ChitChat
Say what?	YoureNotMakingSense	ChitChat
Umm	YoureNotMakingSense	ChitChat
That did not make any sense	YoureNotMakingSense	ChitChat
I'm not following	YoureNotMakingSense	ChitChat
I'm lost	YoureNotMakingSense	ChitChat
I'm confused	YoureNotMakingSense	ChitChat
Start making sense	YoureNotMakingSense	ChitChat
I'm very confused	YoureNotMakingSense	ChitChat
I'm super confused	YoureNotMakingSense	ChitChat
I'm so confused right now	YoureNotMakingSense	ChitChat
I'm so confused	YoureNotMakingSense	ChitChat
I don't understand what you're trying to say	YoureNotMakingSense	ChitChat
I don't understand what you mean	YoureNotMakingSense	ChitChat
I don't understand	YoureNotMakingSense	ChitChat
I don't think I know what you're talking about	YoureNotMakingSense	ChitChat
I don't get it	YoureNotMakingSense	ChitChat
I don't follow	YoureNotMakingSense	ChitChat
I do not understand	YoureNotMakingSense	ChitChat
I am very confused	YoureNotMakingSense	ChitChat
I am super confused	YoureNotMakingSense	ChitChat
I have no idea what you're talking about	YoureNotMakingSense	ChitChat
We are not on the same page	YoureNotMakingSense	ChitChat
You're not making sense	YoureNotMakingSense	ChitChat
You're not making any sense to me	YoureNotMakingSense	ChitChat
You're confusing me	YoureNotMakingSense	ChitChat
You made no sense	YoureNotMakingSense	ChitChat
You are not making sense	YoureNotMakingSense	ChitChat
You are not making any sense to me	YoureNotMakingSense	ChitChat
You are not making any sense	YoureNotMakingSense	ChitChat
You are confusing	YoureNotMakingSense	ChitChat
You've lost me	YoureNotMakingSense	ChitChat
Try to make some sense	YoureNotMakingSense	ChitChat
That was confusing	YoureNotMakingSense	ChitChat
That made no sense	YoureNotMakingSense	ChitChat
That doesn't make sense	YoureNotMakingSense	ChitChat
That doesn't make any sense	YoureNotMakingSense	ChitChat
That didn't make sense	YoureNotMakingSense	ChitChat
That didn't make any sense	YoureNotMakingSense	ChitChat
You are confusing me	YoureNotMakingSense	ChitChat
I’m happy to help	YoureWelcome	ChitChat
De nada	YoureWelcome	ChitChat
No problem	YoureWelcome	ChitChat
No biggie	YoureWelcome	ChitChat
Don't mention it	YoureWelcome	ChitChat
You're welcome	YoureWelcome	ChitChat
Any time	YoureWelcome	ChitChat
It is my pleasure	YoureWelcome	ChitChat
It was nothing	YoureWelcome	ChitChat
Fuggitaboutit	YoureWelcome	ChitChat
No worries	YoureWelcome	ChitChat
My pleasure	YoureWelcome	ChitChat
It's my pleasure	YoureWelcome	ChitChat
Welcome	YoureWelcome	ChitChat
Forget about it	YoureWelcome	ChitChat
Don’t mention it	YoureWelcome	ChitChat
Anytime	YoureWelcome	ChitChat
You are welcome	YoureWelcome	ChitChat
You're welcome my friend	YoureWelcome	ChitChat
You're welcome bot	YoureWelcome	ChitChat
You're very welcome	YoureWelcome	ChitChat
You're so welcome	YoureWelcome	ChitChat
You're so very welcome	YoureWelcome	ChitChat
Not a problem	YoureWelcome	ChitChat
You're most welcome	YoureWelcome	ChitChat
Not at all	YoureWelcome	ChitChat
You are very welcome	YoureWelcome	ChitChat
You are so welcome	YoureWelcome	ChitChat
You are so very welcome	YoureWelcome	ChitChat
You are most welcome	YoureWelcome	ChitChat
Welcome you are	YoureWelcome	ChitChat
You're welk	YoureWelcome	ChitChat
You're quite welcome	YoureWelcome	ChitChat
I'm gonna skedaddle	Goodbye	ChitChat
I'm about to motor now	Goodbye	ChitChat
I'm going to take off now	Goodbye	ChitChat
I'm going to leave	Goodbye	ChitChat
See you later	Goodbye	ChitChat
I'm about to scoot now	Goodbye	ChitChat
I'm going to sign off now	Goodbye	ChitChat
I'm about to jet now	Goodbye	ChitChat
I'm about to log out	Goodbye	ChitChat
I gotta go now	Goodbye	ChitChat
I have to sign out	Goodbye	ChitChat
I have to motor now	Goodbye	ChitChat
I have to run	Goodbye	ChitChat
I have to run now	Goodbye	ChitChat
I have to scoot	Goodbye	ChitChat
I have to scoot now	Goodbye	ChitChat
I gotta sign out now	Goodbye	ChitChat
I have to sign off now	Goodbye	ChitChat
I have to log out	Goodbye	ChitChat
I have to sign out now	Goodbye	ChitChat
I have to skedaddle	Goodbye	ChitChat
I have to skedaddle now	Goodbye	ChitChat
I have to take off	Goodbye	ChitChat
I have to take off now	Goodbye	ChitChat
I must depart	Goodbye	ChitChat
I have to sign off	Goodbye	ChitChat
I have to jet	Goodbye	ChitChat
Adieu	Goodbye	ChitChat
I gotta skedaddle now	Goodbye	ChitChat
I gotta take off	Goodbye	ChitChat
I gotta take off now	Goodbye	ChitChat
I have to get going	Goodbye	ChitChat
I have to get going now	Goodbye	ChitChat
I have to motor	Goodbye	ChitChat
I have to go now	Goodbye	ChitChat
I have to log out now	Goodbye	ChitChat
I have to jet now	Goodbye	ChitChat
I have to leave	Goodbye	ChitChat
I have to leave now	Goodbye	ChitChat
I have to log off	Goodbye	ChitChat
I have to log off now	Goodbye	ChitChat
I need to go	Goodbye	ChitChat
I have to go	Goodbye	ChitChat
I will take my leave of you	Goodbye	ChitChat
I need to get going	Goodbye	ChitChat
I need to sign out	Goodbye	ChitChat
I need to sign out now	Goodbye	ChitChat
I need to skedaddle	Goodbye	ChitChat
I need to skedaddle now	Goodbye	ChitChat
I need to take off	Goodbye	ChitChat
I need to sign off	Goodbye	ChitChat
I should be going	Goodbye	ChitChat
I need to scoot now	Goodbye	ChitChat
I'd better go	Goodbye	ChitChat
I'll chat with you later	Goodbye	ChitChat
I'll talk to you later	Goodbye	ChitChat
I'm about to get going	Goodbye	ChitChat
I'm about to get going now	Goodbye	ChitChat
I'm about to go	Goodbye	ChitChat
I need to take off now	Goodbye	ChitChat
I need to log out	Goodbye	ChitChat
I gotta sign out	Goodbye	ChitChat
I need to go now	Goodbye	ChitChat
I need to jet	Goodbye	ChitChat
I need to jet now	Goodbye	ChitChat
I need to leave	Goodbye	ChitChat
I need to leave now	Goodbye	ChitChat
I need to sign off now	Goodbye	ChitChat
I need to log off now	Goodbye	ChitChat
I need to get going now	Goodbye	ChitChat
I need to log out now	Goodbye	ChitChat
I need to motor	Goodbye	ChitChat
I need to motor now	Goodbye	ChitChat
I need to run	Goodbye	ChitChat
I need to run now	Goodbye	ChitChat
I need to scoot	Goodbye	ChitChat
I need to log off	Goodbye	ChitChat
I am jetting now	Goodbye	ChitChat
Goodbye	Goodbye	ChitChat
Gotta go	Goodbye	ChitChat
I am going	Goodbye	ChitChat
I am going now	Goodbye	ChitChat
I am going to get going	Goodbye	ChitChat
I gotta skedaddle	Goodbye	ChitChat
I am jetting	Goodbye	ChitChat
Farewell	Goodbye	ChitChat
I am leaving	Goodbye	ChitChat
I am leaving now	Goodbye	ChitChat
I am logging off	Goodbye	ChitChat
I am logging off now	Goodbye	ChitChat
I am logging out	Goodbye	ChitChat
I am logging out now	Goodbye	ChitChat
I am going to get going now	Goodbye	ChitChat
Catch you on the flip side	Goodbye	ChitChat
Adios	Goodbye	ChitChat
Alright, I'm outta here	Goodbye	ChitChat
Buh bye	Goodbye	ChitChat
Bye	Goodbye	ChitChat
Bye bye	Goodbye	ChitChat
Bye dude	Goodbye	ChitChat
Good bye	Goodbye	ChitChat
Catch you later	Goodbye	ChitChat
G2G	Goodbye	ChitChat
Check you later	Goodbye	ChitChat
Ciao	Goodbye	ChitChat
CYA	Goodbye	ChitChat
C-ya	Goodbye	ChitChat
Fare thee well	Goodbye	ChitChat
I am running off	Goodbye	ChitChat
Catch ya later	Goodbye	ChitChat
I gotta motor now	Goodbye	ChitChat
I am motoring	Goodbye	ChitChat
I gotta leave	Goodbye	ChitChat
I gotta leave now	Goodbye	ChitChat
I gotta log off	Goodbye	ChitChat
I gotta log off now	Goodbye	ChitChat
I gotta log out	Goodbye	ChitChat
I gotta jet	Goodbye	ChitChat
I gotta motor	Goodbye	ChitChat
I gotta run	Goodbye	ChitChat
I gotta run now	Goodbye	ChitChat
I gotta scoot	Goodbye	ChitChat
I gotta scoot now	Goodbye	ChitChat
I gotta sign off	Goodbye	ChitChat
I gotta sign off now	Goodbye	ChitChat
I gotta log out now	Goodbye	ChitChat
I am skedaddling	Goodbye	ChitChat
I am running off now	Goodbye	ChitChat
I am scooting	Goodbye	ChitChat
I am scooting now	Goodbye	ChitChat
I am signing off	Goodbye	ChitChat
I am signing off now	Goodbye	ChitChat
I gotta jet now	Goodbye	ChitChat
I am signing out now	Goodbye	ChitChat
I am motoring now	Goodbye	ChitChat
I am skedaddling now	Goodbye	ChitChat
I am taking off	Goodbye	ChitChat
I am taking off now	Goodbye	ChitChat
I gotta get going	Goodbye	ChitChat
I gotta get going now	Goodbye	ChitChat
I gotta go	Goodbye	ChitChat
I am signing out	Goodbye	ChitChat
I'm scooting	Goodbye	ChitChat
I'm off	Goodbye	ChitChat
I'm out	Goodbye	ChitChat
I'm out of here	Goodbye	ChitChat
I'm out the door	Goodbye	ChitChat
I'm outta here	Goodbye	ChitChat
I'm about to go now	Goodbye	ChitChat
I'm running off now	Goodbye	ChitChat
I'm logging out now	Goodbye	ChitChat
I'm scooting now	Goodbye	ChitChat
I'm signing off	Goodbye	ChitChat
I'm signing off now	Goodbye	ChitChat
I'm signing out	Goodbye	ChitChat
I'm signing out now	Goodbye	ChitChat
I'm skedaddling	Goodbye	ChitChat
I'm running off	Goodbye	ChitChat
I'm jetting now	Goodbye	ChitChat
I'm gonna sign off now	Goodbye	ChitChat
I'm gonna sign out	Goodbye	ChitChat
I'm gonna sign out now	Goodbye	ChitChat
I'm gonna skedaddle now	Goodbye	ChitChat
I'm gonna take off	Goodbye	ChitChat
I'm motoring now	Goodbye	ChitChat
I'm jetting	Goodbye	ChitChat
I'm motoring	Goodbye	ChitChat
I'm leaving	Goodbye	ChitChat
